muni_id,uf_sigla,muni_nm,idhm,lat,lon
2100600,MA,AMARANTE DO MARANHÃO,0.555,-5.567,-46.742
2100709,MA,ANAJATUBA,0.581,-3.264,-44.62
2100808,MA,ANAPURUS,0.581,-3.672,-43.116
2100832,MA,APICUM-AÇU,0.568,-1.461,-45.103
2100873,MA,ARAGUANÃ,0.533,-2.953,-45.665
2100907,MA,ARAIOSES,0.521,-2.89,-41.903
2100956,MA,ARAME,0.512,-4.733,-45.908
2101004,MA,ARARI,0.626,-3.454,-44.78
2101103,MA,AXIXÁ,0.641,-2.837,-44.053
2100055,MA,AÇAILÂNDIA,0.672,-4.947,-47.505
2101202,MA,BACABAL,0.651,-4.225,-44.78
2101251,MA,BACABEIRA,0.629,-2.971,-44.316
2101301,MA,BACURI,0.578,-1.703,-45.134
2101350,MA,BACURITUBA,0.537,-2.706,-44.738
2101400,MA,BALSAS,0.687,-7.533,-46.036
2101608,MA,BARRA DO CORDA,0.606,-5.506,-45.243
2101707,MA,BARREIRINHAS,0.57,-2.747,-42.826
2101509,MA,BARÃO DE GRAJAÚ,0.592,-6.756,-43.024
2101772,MA,BELA VISTA DO MARANHÃO,0.554,-3.731,-45.315
2101731,MA,BELÁGUA,0.512,-3.155,-43.51
2101806,MA,BENEDITO LEITE,0.546,-7.223,-44.558
2101905,MA,BEQUIMÃO,0.601,-2.449,-44.783
2101939,MA,BERNARDO DO MEARIM,0.604,-4.584,-44.764
2101970,MA,BOA VISTA DO GURUPI,0.545,-1.788,-46.303
2102002,MA,BOM JARDIM,0.538,-3.565,-45.994
2102036,MA,BOM JESUS DAS SELVAS,0.558,-4.42,-46.765
2102077,MA,BOM LUGAR,0.562,-4.22,-45.039
2102101,MA,BREJO,0.562,-3.684,-42.75
2102150,MA,BREJO DE AREIA,0.519,-4.334,-45.581
2102200,MA,BURITI,0.548,-3.942,-42.925
2102309,MA,BURITI BRAVO,0.59,-5.837,-43.834
2102325,MA,BURITICUPU,0.556,-4.346,-46.401
2102358,MA,BURITIRANA,0.583,-5.593,-47.018
2102374,MA,CACHOEIRA GRANDE,0.537,-2.927,-44.058
2102408,MA,CAJAPIÓ,0.553,-2.881,-44.675
2102507,MA,CAJARI,0.523,-3.321,-45.011
2102556,MA,CAMPESTRE DO MARANHÃO,0.652,-6.172,-47.364
2102705,MA,CANTANHEDE,0.565,-3.633,-44.377
2102754,MA,CAPINZAL DO NORTE,0.537,-4.728,-44.327
2102804,MA,CAROLINA,0.634,-7.333,-47.469
2102903,MA,CARUTAPERA,0.574,-1.195,-46.02
2103000,MA,CAXIAS,0.624,-4.859,-43.356
2103109,MA,CEDRAL,0.605,-2,-44.536
2103125,MA,CENTRAL DO MARANHÃO,0.585,-2.199,-44.826
2103158,MA,CENTRO DO GUILHERME,0.542,-2.369,-46.002
2103174,MA,CENTRO NOVO DO MARANHÃO,0.518,-2.107,-46.128
2103208,MA,CHAPADINHA,0.604,-3.742,-43.36
2103257,MA,CIDELÂNDIA,0.6,-5.174,-47.782
2103307,MA,CODÓ,0.595,-4.455,-43.886
2103406,MA,COELHO NETO,0.564,-4.257,-43.013
2103505,MA,COLINAS,0.596,-6.026,-44.249
2103554,MA,CONCEIÇÃO DO LAGO-AÇU,0.512,-3.834,-44.893
2103604,MA,COROATÁ,0.576,-4.13,-44.124
2103703,MA,CURURUPU,0.612,-1.828,-44.868
2102606,MA,CÂNDIDO MENDES,0.561,-1.447,-45.717
2103752,MA,DAVINÓPOLIS,0.607,-5.558,-47.426
2103802,MA,DOM PEDRO,0.622,-5.033,-44.436
2103901,MA,DUQUE BACELAR,0.533,-4.156,-42.944
2104008,MA,ESPERANTINÓPOLIS,0.586,-4.883,-44.688
2104057,MA,ESTREITO,0.659,-6.561,-47.451
2104073,MA,FEIRA NOVA DO MARANHÃO,0.532,-6.96,-46.686
2104081,MA,FERNANDO FALCÃO,0.443,-6.152,-44.893
2104099,MA,FORMOSA DA SERRA NEGRA,0.556,-6.435,-46.191
2104107,MA,FORTALEZA DOS NOGUEIRAS,0.616,-6.964,-46.177
2104206,MA,FORTUNA,0.58,-5.733,-44.158
2104305,MA,GODOFREDO VIANA,0.604,-1.403,-45.78
2104404,MA,GONÇALVES DIAS,0.568,-5.151,-44.299
2104503,MA,GOVERNADOR ARCHER,0.565,-5.022,-44.271
2104552,MA,GOVERNADOR EDISON LOBÃO,0.629,-5.749,-47.361
2104602,MA,GOVERNADOR EUGÊNIO BARROS,0.572,-5.323,-44.247
2104628,MA,GOVERNADOR LUIZ ROCHA,0.544,-5.469,-44.074
2104651,MA,GOVERNADOR NEWTON BELLO,0.521,-3.426,-45.676
2104677,MA,GOVERNADOR NUNES FREIRE,0.569,-2.126,-45.885
2104800,MA,GRAJAÚ,0.609,-5.819,-46.139
2104701,MA,GRAÇA ARANHA,0.57,-5.41,-44.334
2104909,MA,GUIMARÃES,0.625,-2.133,-44.601
2105005,MA,HUMBERTO DE CAMPOS,0.535,-2.598,-43.461
2105104,MA,ICATU,0.546,-2.776,-44.066
2105153,MA,IGARAPÉ DO MEIO,0.569,-3.661,-45.227
2105203,MA,IGARAPÉ GRANDE,0.614,-4.585,-44.853
2105302,MA,IMPERATRIZ,0.731,-5.526,-47.476
2105351,MA,ITAIPAVA DO GRAJAÚ,0.518,-5.145,-45.791
2105401,MA,ITAPECURU MIRIM,0.599,-3.393,-44.359
2105427,MA,ITINGA DO MARANHÃO,0.63,-4.45,-47.526
2105450,MA,JATOBÁ,0.561,-5.817,-44.223
2105476,MA,JENIPAPO DOS VIEIRAS,0.49,-5.371,-45.636
2105609,MA,JOSELÂNDIA,0.561,-4.967,-44.7
2105500,MA,JOÃO LISBOA,0.641,-5.448,-47.401
2105658,MA,JUNCO DO MARANHÃO,0.552,-1.844,-46.092
2105708,MA,LAGO DA PEDRA,0.589,-4.57,-45.132
2105807,MA,LAGO DO JUNCO,0.581,-4.609,-45.049
2105948,MA,LAGO DOS RODRIGUES,0.602,-4.609,-44.98
2105906,MA,LAGO VERDE,0.557,-3.957,-44.822
2105922,MA,LAGOA DO MATO,0.566,-6.047,-43.526
2105963,MA,LAGOA GRANDE DO MARANHÃO,0.502,-4.813,-45.33
2105989,MA,LAJEADO NOVO,0.589,-6.189,-47.035
2106003,MA,LIMA CAMPOS,0.581,-4.52,-44.467
2106102,MA,LORETO,0.582,-7.084,-45.141
2106201,MA,LUÍS DOMINGUES,0.588,-1.268,-45.873
2106300,MA,MAGALHÃES DE ALMEIDA,0.567,-3.396,-42.204
2106326,MA,MARACAÇUMÉ,0.582,-2.043,-45.959
2106359,MA,MARAJÁ DO SENA,0.452,-4.599,-45.577
2106375,MA,MARANHÃOZINHO,0.55,-2.241,-45.851
2106409,MA,MATA ROMA,0.57,-3.625,-43.111
2106508,MA,MATINHA,0.619,-3.101,-45.034
2106607,MA,MATÕES,0.55,-5.519,-43.199
2106631,MA,MATÕES DO NORTE,0.533,-3.632,-44.556
2106672,MA,MILAGRES DO MARANHÃO,0.527,-3.581,-42.609
2106706,MA,MIRADOR,0.545,-6.371,-44.363
2106755,MA,MIRANDA DO NORTE,0.61,-3.569,-44.584
2106805,MA,MIRINZAL,0.622,-2.065,-44.784
2107001,MA,MONTES ALTOS,0.575,-5.831,-47.067
2106904,MA,MONÇÃO,0.546,-3.492,-45.251
2107100,MA,MORROS,0.548,-2.864,-44.039
2107209,MA,NINA RODRIGUES,0.585,-3.466,-43.905
2107258,MA,NOVA COLINAS,0.566,-7.116,-46.257
2107308,MA,NOVA IORQUE,0.584,-6.734,-44.044
2107357,MA,NOVA OLINDA DO MARANHÃO,0.581,-2.847,-45.695
2107407,MA,OLHO D'ÁGUA DAS CUNHÃS,0.589,-4.139,-45.12
2107456,MA,OLINDA NOVA DO MARANHÃO,0.575,-2.998,-44.997
2107605,MA,PALMEIRÂNDIA,0.556,-2.645,-44.895
2107704,MA,PARAIBANO,0.58,-6.433,-43.984
2107803,MA,PARNARAMA,0.542,-5.682,-43.093
2107902,MA,PASSAGEM FRANCA,0.532,-6.18,-43.784
2108009,MA,PASTOS BONS,0.61,-6.602,-44.077
2108058,MA,PAULINO NEVES,0.561,-2.719,-42.533
2108108,MA,PAULO RAMOS,0.549,-4.445,-45.239
2107506,MA,PAÇO DO LUMIAR,0.724,-2.532,-44.108
2108207,MA,PEDREIRAS,0.682,-4.574,-44.597
2108256,MA,PEDRO DO ROSÁRIO,0.516,-2.973,-45.349
2108306,MA,PENALVA,0.554,-3.294,-45.174
2108405,MA,PERI MIRIM,0.599,-2.578,-44.854
2108454,MA,PERITORÓ,0.564,-4.383,-44.333
2108504,MA,PINDARÉ-MIRIM,0.633,-3.608,-45.343
2108603,MA,PINHEIRO,0.637,-2.521,-45.083
2108702,MA,PIO XII,0.541,-3.894,-45.17
2108801,MA,PIRAPEMAS,0.576,-3.727,-44.223
2109007,MA,PORTO FRANCO,0.684,-6.338,-47.399
2109056,MA,PORTO RICO DO MARANHÃO,0.615,-1.893,-44.605
2108900,MA,POÇÃO DE PEDRAS,0.576,-4.746,-44.943
2109106,MA,PRESIDENTE DUTRA,0.653,-5.29,-44.49
2109205,MA,PRESIDENTE JUSCELINO,0.563,-2.928,-44.065
2109239,MA,PRESIDENTE MÉDICI,0.591,-2.387,-45.82
2109270,MA,PRESIDENTE SARNEY,0.557,-2.591,-45.364
2109304,MA,PRESIDENTE VARGAS,0.587,-3.407,-44.024
2109403,MA,PRIMEIRA CRUZ,0.512,-2.51,-43.438
2109452,MA,RAPOSA,0.626,-2.423,-44.103
2109502,MA,RIACHÃO,0.576,-7.362,-46.617
2109551,MA,RIBAMAR FIQUENE,0.615,-5.93,-47.384
2109601,MA,ROSÁRIO,0.632,-2.934,-44.235
2109700,MA,SAMBAÍBA,0.565,-7.14,-45.346
2109759,MA,SANTA FILOMENA DO MARANHÃO,0.525,-5.501,-44.561
2109809,MA,SANTA HELENA,0.571,-2.231,-45.3
2109908,MA,SANTA INÊS,0.674,-3.667,-45.38
2110005,MA,SANTA LUZIA,0.55,-4.069,-45.69
2110039,MA,SANTA LUZIA DO PARUÁ,0.599,-2.629,-45.773
2110104,MA,SANTA QUITÉRIA DO MARANHÃO,0.555,-3.516,-42.547
2110203,MA,SANTA RITA,0.609,-3.144,-44.326
2110237,MA,SANTANA DO MARANHÃO,0.51,-3.116,-42.412
2110278,MA,SANTO AMARO DO MARANHÃO,0.518,-2.5,-43.254
2110302,MA,SANTO ANTÔNIO DOS LOPES,0.566,-4.869,-44.36
2111722,MA,SATUBINHA,0.493,-4.039,-45.238
2111748,MA,SENADOR ALEXANDRE COSTA,0.538,-5.256,-44.056
2111763,MA,SENADOR LA ROCQUE,0.602,-5.443,-47.291
2111789,MA,SERRANO DO MARANHÃO,0.519,-1.856,-45.123
2111904,MA,SUCUPIRA DO NORTE,0.579,-6.477,-44.192
2111953,MA,SUCUPIRA DO RIACHÃO,0.568,-6.411,-43.546
2110401,MA,SÃO BENEDITO DO RIO PRETO,0.541,-3.334,-43.528
2110500,MA,SÃO BENTO,0.602,-2.696,-44.821
2110609,MA,SÃO BERNARDO,0.572,-3.361,-42.418
2110658,MA,SÃO DOMINGOS DO AZEITÃO,0.59,-6.81,-44.645
2110708,MA,SÃO DOMINGOS DO MARANHÃO,0.582,-5.576,-44.385
2110856,MA,SÃO FRANCISCO DO BREJÃO,0.584,-5.123,-47.386
2110906,MA,SÃO FRANCISCO DO MARANHÃO,0.528,-6.251,-42.857
2110807,MA,SÃO FÉLIX DE BALSAS,0.557,-7.083,-44.813
2111201,MA,SÃO JOSÉ DE RIBAMAR,0.708,-2.562,-44.054
2111250,MA,SÃO JOSÉ DOS BASÍLIOS,0.557,-5.051,-44.584
2111003,MA,SÃO JOÃO BATISTA,0.598,-2.955,-44.807
2111029,MA,SÃO JOÃO DO CARÚ,0.509,-3.554,-46.256
2111052,MA,SÃO JOÃO DO PARAÍSO,0.609,-6.461,-47.058
2111078,MA,SÃO JOÃO DO SOTER,0.517,-5.114,-43.81
2111102,MA,SÃO JOÃO DOS PATOS,0.615,-6.495,-43.702
2111300,MA,SÃO LUÍS,0.768,-2.53,-44.303
2111409,MA,SÃO LUÍS GONZAGA DO MARANHÃO,0.54,-4.38,-44.67
2111508,MA,SÃO MATEUS DO MARANHÃO,0.616,-4.04,-44.47
2111532,MA,SÃO PEDRO DA ÁGUA BRANCA,0.605,-5.085,-48.429
2111573,MA,SÃO PEDRO DOS CRENTES,0.6,-6.826,-46.532
2111607,MA,SÃO RAIMUNDO DAS MANGABEIRAS,0.61,-7.022,-45.481
2111631,MA,SÃO RAIMUNDO DO DOCA BEZERRA,0.516,-5.105,-45.077
2111672,MA,SÃO ROBERTO,0.516,-5.021,-44.991
2111706,MA,SÃO VICENTE FERRER,0.592,-2.894,-44.88
2111805,MA,SÍTIO NOVO,0.564,-5.878,-46.699
2112001,MA,TASSO FRAGOSO,0.599,-8.475,-45.743
2112100,MA,TIMBIRAS,0.537,-4.255,-43.941
2112209,MA,TIMON,0.649,-5.094,-42.837
2112233,MA,TRIZIDELA DO VALE,0.606,-4.538,-44.628
2112274,MA,TUFILÂNDIA,0.555,-3.729,-45.554
2112308,MA,TUNTUM,0.572,-5.258,-44.649
2112407,MA,TURIAÇU,0.561,-1.663,-45.372
2112456,MA,TURILÂNDIA,0.536,-2.201,-45.343
2112506,MA,TUTÓIA,0.561,-2.762,-42.274
2112605,MA,URBANO SANTOS,0.588,-3.208,-43.404
2112704,MA,VARGEM GRANDE,0.542,-3.543,-43.916
2112803,MA,VIANA,0.618,-3.22,-45.004
2112852,MA,VILA NOVA DOS MARTÍRIOS,0.581,-5.188,-48.136
2113009,MA,VITORINO FREIRE,0.57,-4.282,-45.251
2112902,MA,VITÓRIA DO MEARIM,0.596,-3.462,-44.871
2114007,MA,ZÉ DOCA,0.595,-3.243,-45.824
2100154,MA,ÁGUA DOCE DO MARANHÃO,0.5,-2.841,-42.112
3100104,MG,Abadia dos Dourados,0.689,-18.486,-47.403
3100203,MG,Abaeté,0.698,-19.16,-45.446
3100302,MG,Abre Campo,0.654,-20.301,-42.478
3100401,MG,Acaiaca,0.63,-20.363,-43.145
3100807,MG,Aguanil,0.663,-20.943,-45.393
3101102,MG,Aimorés,0.684,-19.496,-41.064
3101201,MG,Aiuruoca,0.668,-21.976,-44.603
3101300,MG,Alagoa,0.649,-22.171,-44.642
3101409,MG,Albertina,0.673,-22.201,-46.616
3101607,MG,Alfenas,0.761,-21.429,-45.947
3101631,MG,Alfredo Vasconcelos,0.675,-21.145,-43.777
3101706,MG,Almenara,0.642,-16.184,-40.694
3101805,MG,Alpercata,0.646,-18.974,-41.97
3101904,MG,Alpinópolis,0.725,-20.864,-46.388
3102001,MG,Alterosa,0.668,-21.249,-46.143
3102050,MG,Alto Caparaó,0.661,-20.434,-41.868
3153509,MG,Alto Jequitibá,0.66,-20.424,-41.966
3102100,MG,Alto Rio Doce,0.62,-21.026,-43.411
3102209,MG,Alvarenga,0.592,-19.417,-41.729
3102308,MG,Alvinópolis,0.676,-20.107,-43.049
3102407,MG,Alvorada de Minas,0.572,-18.736,-43.365
3101508,MG,Além Paraíba,0.726,-21.888,-42.704
3102506,MG,Amparo do Serra,0.641,-20.507,-42.803
3102605,MG,Andradas,0.734,-22.068,-46.569
3102803,MG,Andrelândia,0.7,-21.74,-44.309
3102852,MG,Angelândia,0.597,-17.73,-42.265
3102902,MG,Antônio Carlos,0.683,-21.318,-43.747
3103009,MG,Antônio Dias,0.645,-19.653,-42.872
3103108,MG,Antônio Prado de Minas,0.684,-21.016,-42.109
3103306,MG,Aracitaba,0.661,-21.343,-43.378
3103504,MG,Araguari,0.773,-18.649,-48.187
3103603,MG,Arantina,0.697,-21.911,-44.256
3103702,MG,Araponga,0.536,-20.667,-42.521
3103751,MG,Araporã,0.708,-18.437,-49.187
3103801,MG,Arapuá,0.724,-19.034,-46.156
3104007,MG,Araxá,0.772,-19.593,-46.941
3103207,MG,Araçaí,0.695,-19.199,-44.248
3103405,MG,Araçuaí,0.663,-16.85,-42.07
3103900,MG,Araújos,0.698,-19.948,-45.166
3104106,MG,Arceburgo,0.683,-21.364,-46.94
3104205,MG,Arcos,0.749,-20.282,-45.539
3104304,MG,Areado,0.727,-21.359,-46.146
3104403,MG,Argirita,0.643,-21.61,-42.836
3104452,MG,Aricanduva,0.582,-17.867,-42.557
3104502,MG,Arinos,0.656,-15.917,-46.106
3104601,MG,Astolfo Dutra,0.694,-21.315,-42.862
3104700,MG,Ataléia,0.588,-18.044,-41.11
3104809,MG,Augusto de Lima,0.656,-18.109,-44.267
3100500,MG,Açucena,0.61,-19.073,-42.546
3104908,MG,Baependi,0.681,-21.959,-44.89
3105004,MG,Baldim,0.671,-19.288,-43.957
3105103,MG,Bambuí,0.741,-20.006,-45.977
3105202,MG,Bandeira,0.599,-15.885,-40.559
3105301,MG,Bandeira do Sul,0.692,-21.728,-46.386
3105608,MG,Barbacena,0.769,-21.226,-43.774
3105707,MG,Barra Longa,0.624,-20.283,-43.041
3105905,MG,Barroso,0.734,-21.187,-43.976
3105400,MG,Barão de Cocais,0.722,-19.946,-43.487
3105509,MG,Barão de Monte Alto,0.649,-21.245,-42.238
3106002,MG,Bela Vista de Minas,0.674,-19.83,-43.091
3106101,MG,Belmiro Braga,0.66,-21.949,-43.415
3106200,MG,Belo Horizonte,0.81,-19.817,-43.956
3106309,MG,Belo Oriente,0.686,-19.22,-42.484
3106408,MG,Belo Vale,0.655,-20.408,-44.024
3106507,MG,Berilo,0.628,-16.952,-42.466
3106655,MG,Berizal,0.604,-15.613,-41.745
3106606,MG,Bertópolis,0.594,-17.063,-40.574
3106705,MG,Betim,0.749,-19.968,-44.198
3106804,MG,Bias Fortes,0.62,-21.606,-43.757
3106903,MG,Bicas,0.744,-21.725,-43.059
3107000,MG,Biquinhas,0.688,-18.783,-45.502
3107109,MG,Boa Esperança,0.704,-21.09,-45.566
3107208,MG,Bocaina de Minas,0.645,-22.168,-44.395
3107307,MG,Bocaiúva,0.7,-17.108,-43.815
3107406,MG,Bom Despacho,0.75,-19.736,-45.252
3107505,MG,Bom Jardim de Minas,0.673,-21.947,-44.191
3107604,MG,Bom Jesus da Penha,0.735,-21.017,-46.523
3107703,MG,Bom Jesus do Amparo,0.683,-19.704,-43.474
3107802,MG,Bom Jesus do Galho,0.623,-19.829,-42.316
3107901,MG,Bom Repouso,0.653,-22.471,-46.145
3108008,MG,Bom Sucesso,0.692,-21.033,-44.758
3108107,MG,Bonfim,0.637,-20.327,-44.239
3108206,MG,Bonfinópolis de Minas,0.678,-16.567,-45.99
3108255,MG,Bonito de Minas,0.537,-15.323,-44.754
3108305,MG,Borda da Mata,0.73,-22.274,-46.165
3108404,MG,Botelhos,0.702,-21.633,-46.395
3108503,MG,Botumirim,0.602,-16.872,-43.011
3108552,MG,Brasilândia de Minas,0.674,-17.01,-46.009
3108602,MG,Brasília de Minas,0.656,-16.208,-44.429
3108909,MG,Brasópolis,0.692,-22.474,-45.608
3108800,MG,Braúnas,0.624,-19.056,-42.716
3109006,MG,Brumadinho,0.747,-20.143,-44.2
3108701,MG,Brás Pires,0.625,-20.921,-43.242
3109105,MG,Bueno Brandão,0.658,-22.441,-46.351
3109204,MG,Buenópolis,0.669,-17.873,-44.18
3109253,MG,Bugre,0.627,-19.407,-42.265
3109303,MG,Buritis,0.672,-15.618,-46.423
3109402,MG,Buritizeiro,0.624,-17.351,-44.962
3109451,MG,Cabeceira Grande,0.648,-16.03,-47.091
3109501,MG,Cabo Verde,0.674,-21.472,-46.396
3109808,MG,Cachoeira Dourada,0.726,-18.515,-49.501
3109600,MG,Cachoeira da Prata,0.741,-19.525,-44.454
3109709,MG,Cachoeira de Minas,0.706,-22.355,-45.779
3102704,MG,Cachoeira de Pajeú,0.578,-15.966,-41.498
3109907,MG,Caetanópolis,0.706,-19.295,-44.419
3110004,MG,Caeté,0.728,-19.88,-43.67
3110103,MG,Caiana,0.633,-20.696,-41.925
3110202,MG,Cajuri,0.617,-20.791,-42.797
3110301,MG,Caldas,0.687,-21.924,-46.386
3110400,MG,Camacho,0.69,-20.625,-45.157
3110509,MG,Camanducaia,0.689,-22.755,-46.145
3110707,MG,Cambuquira,0.699,-21.852,-45.296
3110608,MG,Cambuí,0.751,-22.612,-46.058
3110905,MG,Campanha,0.709,-21.836,-45.401
3110806,MG,Campanário,0.616,-18.239,-41.748
3111002,MG,Campestre,0.698,-21.711,-46.246
3111101,MG,Campina Verde,0.704,-19.536,-49.486
3111150,MG,Campo Azul,0.621,-16.504,-44.811
3111200,MG,Campo Belo,0.711,-20.897,-45.277
3111408,MG,Campo Florido,0.706,-19.761,-48.572
3111309,MG,Campo do Meio,0.683,-21.107,-45.83
3111507,MG,Campos Altos,0.702,-19.696,-46.171
3111606,MG,Campos Gerais,0.682,-21.235,-45.759
3111903,MG,Cana Verde,0.65,-21.021,-45.182
3111705,MG,Canaã,0.649,-20.686,-42.62
3112000,MG,Candeias,0.678,-20.767,-45.276
3112059,MG,Cantagalo,0.631,-18.526,-42.627
3111804,MG,Canápolis,0.722,-18.725,-49.204
3112109,MG,Caparaó,0.624,-20.521,-41.907
3112208,MG,Capela Nova,0.648,-20.923,-43.618
3112307,MG,Capelinha,0.653,-17.691,-42.516
3112406,MG,Capetinga,0.675,-20.616,-47.054
3112505,MG,Capim Branco,0.695,-19.549,-44.117
3112604,MG,Capinópolis,0.723,-18.682,-49.57
3112653,MG,Capitão Andrade,0.624,-19.067,-41.858
3112703,MG,Capitão Enéas,0.639,-16.324,-43.711
3112802,MG,Capitólio,0.71,-20.615,-46.05
3112901,MG,Caputira,0.615,-20.172,-42.271
3113107,MG,Caranaíba,0.634,-20.876,-43.739
3113206,MG,Carandaí,0.697,-20.954,-43.806
3113305,MG,Carangola,0.695,-20.733,-42.029
3113404,MG,Caratinga,0.706,-19.79,-42.139
3113008,MG,Caraí,0.558,-17.189,-41.695
3113503,MG,Carbonita,0.638,-17.527,-43.016
3113602,MG,Careaçu,0.683,-22.043,-45.699
3113701,MG,Carlos Chagas,0.648,-17.703,-40.766
3113909,MG,Carmo da Cachoeira,0.655,-21.461,-45.224
3114006,MG,Carmo da Mata,0.689,-20.558,-44.871
3114105,MG,Carmo de Minas,0.682,-22.122,-45.129
3114204,MG,Carmo do Cajuru,0.71,-20.184,-44.771
3114303,MG,Carmo do Paranaíba,0.705,-19.001,-46.316
3114402,MG,Carmo do Rio Claro,0.733,-20.972,-46.119
3113800,MG,Carmésia,0.65,-19.089,-43.142
3114501,MG,Carmópolis de Minas,0.7,-20.541,-44.635
3114550,MG,Carneirinho,0.741,-19.698,-50.688
3114600,MG,Carrancas,0.725,-21.488,-44.643
3114808,MG,Carvalhos,0.646,-22.001,-44.461
3114709,MG,Carvalhópolis,0.724,-21.778,-45.841
3114907,MG,Casa Grande,0.652,-20.793,-43.93
3115003,MG,Cascalho Rico,0.721,-18.576,-47.877
3115300,MG,Cataguases,0.751,-21.389,-42.697
3115359,MG,Catas Altas,0.684,-20.075,-43.408
3115409,MG,Catas Altas da Noruega,0.6,-20.69,-43.498
3115458,MG,Catuji,0.54,-17.312,-41.517
3115474,MG,Catuti,0.621,-15.358,-42.963
3115508,MG,Caxambu,0.743,-21.977,-44.933
3115607,MG,Cedro do Abaeté,0.678,-19.148,-45.711
3115706,MG,Central de Minas,0.665,-18.762,-41.306
3115805,MG,Centralina,0.678,-18.584,-49.199
3116001,MG,Chalé,0.655,-20.044,-41.688
3116159,MG,Chapada Gaúcha,0.635,-15.306,-45.618
3116100,MG,Chapada do Norte,0.598,-17.087,-42.535
3116209,MG,Chiador,0.711,-22.003,-43.058
3115904,MG,Chácara,0.664,-21.672,-43.222
3116308,MG,Cipotânea,0.579,-20.905,-43.366
3116407,MG,Claraval,0.698,-20.399,-47.267
3116506,MG,Claro dos Poções,0.67,-17.08,-44.209
3116605,MG,Cláudio,0.709,-20.443,-44.766
3116704,MG,Coimbra,0.669,-20.857,-42.803
3116803,MG,Coluna,0.583,-18.234,-42.84
3116902,MG,Comendador Gomes,0.697,-19.698,-49.081
3117009,MG,Comercinho,0.593,-16.296,-41.793
3117108,MG,Conceição da Aparecida,0.691,-21.094,-46.204
3115201,MG,Conceição da Barra de Minas,0.685,-21.129,-44.472
3117306,MG,Conceição das Alagoas,0.712,-19.915,-48.388
3117207,MG,Conceição das Pedras,0.668,-22.16,-45.455
3117405,MG,Conceição de Ipanema,0.676,-19.928,-41.694
3117504,MG,Conceição do Mato Dentro,0.634,-19.037,-43.425
3117603,MG,Conceição do Pará,0.7,-19.753,-44.897
3117702,MG,Conceição do Rio Verde,0.665,-21.881,-45.085
3117801,MG,Conceição dos Ouros,0.703,-22.413,-45.798
3117876,MG,Confins,0.747,-19.633,-43.983
3117900,MG,Congonhal,0.712,-22.153,-46.039
3118007,MG,Congonhas,0.753,-20.5,-43.858
3118106,MG,Congonhas do Norte,0.568,-18.807,-43.681
3118205,MG,Conquista,0.729,-19.937,-47.542
3118304,MG,Conselheiro Lafaiete,0.761,-20.66,-43.786
3118403,MG,Conselheiro Pena,0.662,-19.172,-41.472
3118502,MG,Consolação,0.673,-22.551,-45.921
3118601,MG,Contagem,0.756,-19.932,-44.054
3118700,MG,Coqueiral,0.694,-21.189,-45.441
3118809,MG,Coração de Jesus,0.642,-16.685,-44.365
3118908,MG,Cordisburgo,0.656,-19.125,-44.321
3119005,MG,Cordislândia,0.66,-21.793,-45.701
3119104,MG,Corinto,0.68,-18.381,-44.456
3119203,MG,Coroaci,0.626,-18.622,-42.286
3119302,MG,Coromandel,0.708,-18.473,-47.2
3119401,MG,Coronel Fabriciano,0.755,-19.519,-42.629
3119500,MG,Coronel Murta,0.627,-16.619,-42.182
3119609,MG,Coronel Pacheco,0.669,-21.588,-43.266
3119708,MG,Coronel Xavier Chaves,0.677,-21.024,-44.223
3120102,MG,Couto de Magalhães de Minas,0.659,-18.071,-43.471
3120201,MG,Cristais,0.692,-20.876,-45.519
3120409,MG,Cristiano Otoni,0.695,-20.832,-43.806
3120508,MG,Cristina,0.668,-22.212,-45.264
3120300,MG,Cristália,0.583,-16.8,-42.862
3120151,MG,Crisólita,0.585,-17.237,-40.912
3120607,MG,Crucilândia,0.651,-20.384,-44.337
3120706,MG,Cruzeiro da Fortaleza,0.696,-18.946,-46.674
3120805,MG,Cruzília,0.695,-21.839,-44.808
3120839,MG,Cuparaque,0.627,-18.969,-41.099
3120870,MG,Curral de Dentro,0.585,-15.938,-41.844
3120904,MG,Curvelo,0.713,-18.756,-44.431
3115102,MG,Cássia,0.704,-20.583,-46.922
3119807,MG,Córrego Danta,0.692,-19.824,-45.904
3119955,MG,Córrego Fundo,0.678,-20.449,-45.555
3120003,MG,Córrego Novo,0.632,-19.832,-42.396
3119906,MG,Córrego do Bom Jesus,0.692,-22.63,-46.02
3117836,MG,Cônego Marinho,0.621,-15.294,-44.418
3121001,MG,Datas,0.616,-18.446,-43.656
3121100,MG,Delfim Moreira,0.669,-22.509,-45.28
3121209,MG,Delfinópolis,0.74,-20.344,-46.854
3121258,MG,Delta,0.639,-19.977,-47.771
3121308,MG,Descoberto,0.68,-21.46,-42.968
3121407,MG,Desterro de Entre Rios,0.639,-20.66,-44.333
3121506,MG,Desterro do Melo,0.631,-21.147,-43.518
3121605,MG,Diamantina,0.716,-18.249,-43.6
3121704,MG,Diogo de Vasconcelos,0.601,-20.488,-43.198
3121803,MG,Dionísio,0.702,-19.843,-42.777
3122009,MG,Divino,0.605,-20.614,-42.149
3122108,MG,Divino das Laranjeiras,0.661,-18.778,-41.48
3122207,MG,Divinolândia de Minas,0.623,-18.804,-42.598
3121902,MG,Divinésia,0.657,-20.99,-43.004
3122306,MG,Divinópolis,0.764,-20.139,-44.884
