muni_id,uf_sigla,muni_nm,idhm,lat,lon
2612471,PE,SANTA CRUZ DA BAIXA VERDE,0.612,-7.821,-38.153
2612505,PE,SANTA CRUZ DO CAPIBARIBE,0.648,-7.957,-36.205
2612554,PE,SANTA FILOMENA,0.533,-8.163,-40.616
2612604,PE,SANTA MARIA DA BOA VISTA,0.59,-8.809,-39.825
2612703,PE,SANTA MARIA DO CAMBUCÁ,0.548,-7.84,-35.902
2612802,PE,SANTA TEREZINHA,0.593,-7.378,-37.48
2613909,PE,SERRA TALHADA,0.661,-7.986,-38.296
2614006,PE,SERRITA,0.595,-7.933,-39.296
2614105,PE,SERTÂNIA,0.613,-8.074,-37.264
2614204,PE,SIRINHAÉM,0.597,-8.591,-35.116
2614402,PE,SOLIDÃO,0.585,-7.6,-37.652
2614501,PE,SURUBIM,0.635,-7.832,-35.756
2612901,PE,SÃO BENEDITO DO SUL,0.53,-8.808,-35.952
2613008,PE,SÃO BENTO DO UNA,0.593,-8.523,-36.444
2613107,PE,SÃO CAITANO,0.591,-8.326,-36.143
2613305,PE,SÃO JOAQUIM DO MONTE,0.537,-8.432,-35.804
2613404,PE,SÃO JOSÉ DA COROA GRANDE,0.608,-8.898,-35.148
2613503,PE,SÃO JOSÉ DO BELMONTE,0.61,-7.861,-38.76
2613602,PE,SÃO JOSÉ DO EGITO,0.635,-7.479,-37.274
2613206,PE,SÃO JOÃO,0.57,-8.876,-36.367
2613701,PE,SÃO LOURENÇO DA MATA,0.653,-8.002,-35.018
2613800,PE,SÃO VICENTE FERRER,0.549,-7.591,-35.491
2614600,PE,TABIRA,0.605,-7.591,-37.539
2614709,PE,TACAIMBÓ,0.554,-8.316,-36.293
2614808,PE,TACARATU,0.573,-9.106,-38.15
2614857,PE,TAMANDARÉ,0.593,-8.76,-35.105
2615003,PE,TAQUARITINGA DO NORTE,0.641,-7.903,-36.044
2615102,PE,TEREZINHA,0.545,-9.056,-36.623
2615201,PE,TERRA NOVA,0.599,-8.23,-39.376
2615300,PE,TIMBAÚBA,0.618,-7.505,-35.318
2615409,PE,TORITAMA,0.618,-7.999,-36.051
2615508,PE,TRACUNHAÉM,0.605,-7.805,-35.24
2615607,PE,TRINDADE,0.595,-7.762,-40.268
2615706,PE,TRIUNFO,0.67,-7.838,-38.102
2615805,PE,TUPANATINGA,0.519,-8.753,-37.34
2615904,PE,TUPARETAMA,0.634,-7.602,-37.311
2616001,PE,VENTUROSA,0.592,-8.575,-36.874
2616100,PE,VERDEJANTE,0.605,-7.926,-38.972
2616183,PE,VERTENTE DO LÉRIO,0.563,-7.771,-35.85
2616209,PE,VERTENTES,0.582,-7.903,-35.988
2616308,PE,VICÊNCIA,0.605,-7.657,-35.327
2616407,PE,VITÓRIA DE SANTO ANTÃO,0.64,-8.118,-35.291
2616506,PE,XEXÉU,0.552,-8.802,-35.627
2600401,PE,ÁGUA PRETA,0.553,-8.707,-35.531
2600500,PE,ÁGUAS BELAS,0.526,-9.111,-37.123
2200053,PI,ACAUÃ,0.528,-8.215,-41.082
2200103,PI,AGRICOLÂNDIA,0.599,-5.799,-42.669
2200251,PI,ALAGOINHA DO PIAUÍ,0.531,-7.008,-40.939
2200277,PI,ALEGRETE DO PIAUÍ,0.585,-7.243,-40.858
2200301,PI,ALTO LONGÁ,0.585,-5.251,-42.21
2200400,PI,ALTOS,0.614,-5.039,-42.461
2200459,PI,ALVORADA DO GURGUÉIA,0.578,-8.424,-43.777
2200509,PI,AMARANTE,0.598,-6.241,-42.855
2200608,PI,ANGICAL DO PIAUÍ,0.63,-6.086,-42.739
2200806,PI,ANTÔNIO ALMEIDA,0.62,-7.219,-44.198
2200707,PI,ANÍSIO DE ABREU,0.594,-9.189,-43.046
2200905,PI,AROAZES,0.583,-6.119,-41.793
2200954,PI,AROEIRAS DO ITAIM,0.519,-7.276,-41.564
2201002,PI,ARRAIAL,0.56,-6.655,-42.532
2201051,PI,ASSUNÇÃO DO PIAUÍ,0.499,-5.198,-41.044
2201101,PI,AVELINO LOPES,0.554,-10.137,-43.949
2201150,PI,BAIXA GRANDE DO RIBEIRO,0.564,-7.85,-45.214
2201176,PI,BARRA D'ALCÂNTARA,0.577,-6.517,-42.114
2201200,PI,BARRAS,0.595,-4.247,-42.296
2201309,PI,BARREIRAS DO PIAUÍ,0.557,-9.925,-45.475
2201408,PI,BARRO DURO,0.612,-5.818,-42.513
2201507,PI,BATALHA,0.545,-4.024,-42.078
2201556,PI,BELA VISTA DO PIAUÍ,0.576,-7.989,-41.868
2201572,PI,BELÉM DO PIAUÍ,0.551,-7.376,-40.972
2201606,PI,BENEDITINOS,0.557,-5.455,-42.36
2201705,PI,BERTOLÍNIA,0.612,-7.641,-43.951
2201739,PI,BETÂNIA DO PIAUÍ,0.489,-8.148,-40.796
2201770,PI,BOA HORA,0.575,-4.411,-42.086
2201804,PI,BOCAINA,0.632,-6.943,-41.323
2201903,PI,BOM JESUS,0.668,-9.074,-44.359
2201919,PI,BOM PRINCÍPIO DO PIAUÍ,0.532,-3.191,-41.645
2201929,PI,BONFIM DO PIAUÍ,0.542,-9.166,-42.874
2201945,PI,BOQUEIRÃO DO PIAUÍ,0.56,-4.487,-42.074
2201960,PI,BRASILEIRA,0.577,-4.131,-41.782
2201988,PI,BREJO DO PIAUÍ,0.515,-8.214,-42.826
2202000,PI,BURITI DOS LOPES,0.565,-3.175,-41.867
2202026,PI,BURITI DOS MONTES,0.574,-5.312,-41.098
2202059,PI,CABECEIRAS DO PIAUÍ,0.583,-4.476,-42.309
2202075,PI,CAJAZEIRAS DO PIAUÍ,0.562,-6.766,-42.392
2202083,PI,CAJUEIRO DA PRAIA,0.546,-2.928,-41.336
2202091,PI,CALDEIRÃO GRANDE DO PIAUÍ,0.588,-7.332,-40.637
2202109,PI,CAMPINAS DO PIAUÍ,0.544,-7.66,-41.882
2202117,PI,CAMPO ALEGRE DO FIDALGO,0.537,-8.376,-41.836
2202133,PI,CAMPO GRANDE DO PIAUÍ,0.56,-7.132,-41.036
2202174,PI,CAMPO LARGO DO PIAUÍ,0.528,-3.812,-42.629
2202208,PI,CAMPO MAIOR,0.656,-4.828,-42.169
2202251,PI,CANAVIEIRA,0.583,-7.688,-43.721
2202307,PI,CANTO DO BURITI,0.576,-8.11,-42.944
2202406,PI,CAPITÃO DE CAMPOS,0.583,-4.457,-41.944
2202455,PI,CAPITÃO GERVÁSIO OLIVEIRA,0.553,-8.49,-41.82
2202505,PI,CARACOL,0.552,-9.279,-43.33
2202539,PI,CARAÚBAS DO PIAUÍ,0.505,-3.476,-41.843
2202554,PI,CARIDADE DO PIAUÍ,0.541,-7.733,-40.99
2202604,PI,CASTELO DO PIAUÍ,0.587,-5.322,-41.553
2202653,PI,CAXINGÓ,0.488,-3.418,-41.896
2202703,PI,COCAL,0.497,-3.471,-41.555
2202711,PI,COCAL DE TELHA,0.555,-4.559,-41.972
2202729,PI,COCAL DOS ALVES,0.498,-3.729,-41.449
2202737,PI,COIVARAS,0.565,-5.094,-42.207
2202752,PI,COLÔNIA DO GURGUÉIA,0.628,-8.182,-43.792
2202778,PI,COLÔNIA DO PIAUÍ,0.588,-7.231,-42.178
2202802,PI,CONCEIÇÃO DO CANINDÉ,0.589,-7.878,-41.597
2202851,PI,CORONEL JOSÉ DIAS,0.546,-8.816,-42.513
2202901,PI,CORRENTE,0.642,-10.443,-45.162
2203008,PI,CRISTALÂNDIA DO PIAUÍ,0.573,-10.653,-45.185
2203107,PI,CRISTINO CASTRO,0.566,-8.818,-44.224
2203206,PI,CURIMATÁ,0.607,-10.036,-44.306
2203230,PI,CURRAIS,0.542,-9.007,-44.411
2203271,PI,CURRAL NOVO DO PIAUÍ,0.527,-7.832,-40.901
2203255,PI,CURRALINHOS,0.555,-5.583,-42.778
2203305,PI,DEMERVAL LOBÃO,0.618,-5.358,-42.676
2203354,PI,DIRCEU ARCOVERDE,0.561,-9.338,-42.428
2203404,PI,DOM EXPEDITO LOPES,0.601,-6.959,-41.641
2203453,PI,DOM INOCÊNCIO,0.549,-9.002,-41.974
2203420,PI,DOMINGOS MOURÃO,0.55,-4.254,-41.27
2203503,PI,ELESBÃO VELOSO,0.58,-6.202,-42.14
2203602,PI,ELISEU MARTINS,0.595,-8.097,-43.664
2203701,PI,ESPERANTINA,0.605,-3.902,-42.234
2203750,PI,FARTURA DO PIAUÍ,0.548,-9.484,-42.791
2203800,PI,FLORES DO PIAUÍ,0.547,-7.791,-42.927
2203859,PI,FLORESTA DO PIAUÍ,0.538,-7.469,-41.794
2203909,PI,FLORIANO,0.7,-6.767,-43.023
2204006,PI,FRANCINÓPOLIS,0.564,-6.396,-42.262
2204105,PI,FRANCISCO AYRES,0.577,-6.623,-42.693
2204154,PI,FRANCISCO MACEDO,0.553,-7.331,-40.788
2204204,PI,FRANCISCO SANTOS,0.608,-6.993,-41.138
2204303,PI,FRONTEIRAS,0.619,-7.088,-40.616
2204352,PI,GEMINIANO,0.561,-7.158,-41.361
2204402,PI,GILBUÉS,0.548,-9.832,-45.344
2204501,PI,GUADALUPE,0.65,-6.787,-43.569
2204550,PI,GUARIBAS,0.508,-9.398,-43.687
2204600,PI,HUGO NAPOLEÃO,0.599,-5.989,-42.556
2204659,PI,ILHA GRANDE,0.563,-2.858,-41.821
2204709,PI,INHUMA,0.624,-6.668,-41.708
2204808,PI,IPIRANGA DO PIAUÍ,0.63,-6.828,-41.741
2204907,PI,ISAÍAS COELHO,0.582,-7.738,-41.676
2205003,PI,ITAINÓPOLIS,0.541,-7.447,-41.478
2205102,PI,ITAUEIRA,0.583,-7.603,-43.026
2205151,PI,JACOBINA DO PIAUÍ,0.535,-7.935,-41.21
2205201,PI,JAICÓS,0.524,-7.359,-41.138
2205250,PI,JARDIM DO MULATO,0.593,-6.099,-42.63
2205276,PI,JATOBÁ DO PIAUÍ,0.566,-4.771,-41.818
2205300,PI,JERUMENHA,0.591,-7.088,-43.51
2205409,PI,JOAQUIM PIRES,0.522,-3.508,-42.198
2205458,PI,JOCA MARQUES,0.504,-3.478,-42.428
2205508,PI,JOSÉ DE FREITAS,0.618,-4.756,-42.576
2205359,PI,JOÃO COSTA,0.561,-8.511,-42.414
2205516,PI,JUAZEIRO DO PIAUÍ,0.57,-5.172,-41.703
2205532,PI,JUREMA,0.555,-9.231,-43.128
2205524,PI,JÚLIO BORGES,0.582,-10.323,-44.238
2205557,PI,LAGOA ALEGRE,0.55,-4.516,-42.625
2205573,PI,LAGOA DE SÃO FRANCISCO,0.529,-4.392,-41.601
2205565,PI,LAGOA DO BARRO DO PIAUÍ,0.502,-8.478,-41.527
2205581,PI,LAGOA DO PIAUÍ,0.583,-5.415,-42.643
2205599,PI,LAGOA DO SÍTIO,0.541,-6.513,-41.584
2205540,PI,LAGOINHA DO PIAUÍ,0.597,-5.831,-42.623
2205607,PI,LANDRI SALES,0.584,-7.266,-43.93
2205805,PI,LUZILÂNDIA,0.545,-3.458,-42.37
2205706,PI,LUÍS CORREIA,0.541,-2.879,-41.667
2205854,PI,MADEIRO,0.563,-3.483,-42.504
2205904,PI,MANOEL EMÍDIO,0.573,-8.013,-43.872
2205953,PI,MARCOLÂNDIA,0.562,-7.443,-40.661
2206001,PI,MARCOS PARENTE,0.59,-7.121,-43.894
2206050,PI,MASSAPÊ DO PIAUÍ,0.525,-7.463,-41.126
2206100,PI,MATIAS OLÍMPIO,0.562,-3.716,-42.556
2206209,PI,MIGUEL ALVES,0.539,-4.166,-42.895
2206308,PI,MIGUEL LEÃO,0.623,-5.681,-42.739
2206357,PI,MILTON BRANDÃO,0.508,-4.684,-41.422
2206407,PI,MONSENHOR GIL,0.615,-5.564,-42.608
2206506,PI,MONSENHOR HIPÓLITO,0.561,-6.996,-41.03
2206605,PI,MONTE ALEGRE DO PIAUÍ,0.578,-9.754,-45.304
2206654,PI,MORRO CABEÇA NO TEMPO,0.542,-9.725,-43.901
2206670,PI,MORRO DO CHAPÉU DO PIAUÍ,0.55,-3.743,-42.312
2206696,PI,MURICI DOS PORTELAS,0.53,-3.319,-42.094
2206704,PI,NAZARÉ DO PIAUÍ,0.576,-6.973,-42.672
2206720,PI,NAZÁRIA,0.602,-5.089,-42.802
2206753,PI,NOSSA SENHORA DE NAZARÉ,0.586,-4.631,-42.173
2206803,PI,NOSSA SENHORA DOS REMÉDIOS,0.533,-3.979,-42.621
2207959,PI,NOVA SANTA RITA,0.554,-8.087,-42.052
2206902,PI,NOVO ORIENTE DO PIAUÍ,0.562,-6.449,-41.939
2206951,PI,NOVO SANTO ANTÔNIO,0.528,-5.288,-41.933
2207009,PI,OEIRAS,0.634,-7.025,-42.131
2207108,PI,OLHO D'ÁGUA DO PIAUÍ,0.576,-5.841,-42.575
2207207,PI,PADRE MARCOS,0.541,-7.355,-40.904
2207306,PI,PAES LANDIM,0.575,-7.778,-42.256
2207355,PI,PAJEÚ DO PIAUÍ,0.559,-7.856,-42.822
2207405,PI,PALMEIRA DO PIAUÍ,0.557,-8.727,-44.236
2207504,PI,PALMEIRAIS,0.562,-5.978,-43.063
2207553,PI,PAQUETÁ,0.509,-7.104,-41.704
2207603,PI,PARNAGUÁ,0.575,-10.227,-44.639
2207702,PI,PARNAÍBA,0.687,-2.905,-41.777
2207751,PI,PASSAGEM FRANCA DO PIAUÍ,0.561,-5.858,-42.44
2207777,PI,PATOS DO PIAUÍ,0.563,-7.668,-41.244
2207793,PI,PAU D'ARCO DO PIAUÍ,0.514,-5.261,-42.394
2207801,PI,PAULISTANA,0.6,-8.144,-41.15
2207850,PI,PAVUSSU,0.526,-7.966,-43.223
2207900,PI,PEDRO II,0.571,-4.425,-41.459
2207934,PI,PEDRO LAURENTINO,0.562,-8.068,-42.285
2208007,PI,PICOS,0.698,-7.077,-41.467
2208106,PI,PIMENTEIRAS,0.566,-6.245,-41.419
2208205,PI,PIO IX,0.564,-6.838,-40.579
2208304,PI,PIRACURUCA,0.596,-3.928,-41.709
2208403,PI,PIRIPIRI,0.635,-4.273,-41.777
2208502,PI,PORTO,0.549,-3.893,-42.71
2208551,PI,PORTO ALEGRE DO PIAUÍ,0.563,-6.967,-44.182
2208601,PI,PRATA DO PIAUÍ,0.565,-5.667,-42.207
2208650,PI,QUEIMADA NOVA,0.515,-8.579,-41.419
2208700,PI,REDENÇÃO DO GURGUÉIA,0.589,-9.487,-44.586
2208809,PI,REGENERAÇÃO,0.591,-6.238,-42.688
2208858,PI,RIACHO FRIO,0.541,-10.125,-44.953
2208874,PI,RIBEIRA DO PIAUÍ,0.52,-7.691,-42.713
2208908,PI,RIBEIRO GONÇALVES,0.601,-7.558,-45.242
2209005,PI,RIO GRANDE DO PIAUÍ,0.572,-7.775,-43.142
2209104,PI,SANTA CRUZ DO PIAUÍ,0.601,-7.185,-41.768
2209153,PI,SANTA CRUZ DOS MILAGRES,0.577,-5.804,-41.956
2209203,PI,SANTA FILOMENA,0.544,-9.112,-45.922
2209302,PI,SANTA LUZ,0.588,-8.954,-44.129
2209377,PI,SANTA ROSA DO PIAUÍ,0.567,-6.799,-42.288
2209351,PI,SANTANA DO PIAUÍ,0.574,-6.948,-41.519
2209401,PI,SANTO ANTÔNIO DE LISBOA,0.584,-6.981,-41.234
2209450,PI,SANTO ANTÔNIO DOS MILAGRES,0.619,-6.047,-42.71
2209500,PI,SANTO INÁCIO DO PIAUÍ,0.613,-7.43,-41.911
2210623,PI,SEBASTIÃO BARROS,0.536,-10.817,-44.834
2210631,PI,SEBASTIÃO LEAL,0.562,-7.566,-44.064
2210656,PI,SIGEFREDO PACHECO,0.581,-4.918,-41.732
2210805,PI,SIMPLÍCIO MENDES,0.627,-7.854,-41.91
2210706,PI,SIMÕES,0.575,-7.599,-40.818
2210904,PI,SOCORRO DO PIAUÍ,0.561,-7.866,-42.491
2210938,PI,SUSSUAPARA,0.586,-7.043,-41.384
2209559,PI,SÃO BRAZ DO PIAUÍ,0.596,-8.962,-43.004
2209658,PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,0.485,-8.238,-41.686
2209708,PI,SÃO FRANCISCO DO PIAUÍ,0.57,-7.251,-42.543
2209609,PI,SÃO FÉLIX DO PIAUÍ,0.61,-5.933,-42.114
2209757,PI,SÃO GONÇALO DO GURGUÉIA,0.56,-10.03,-45.303
2209807,PI,SÃO GONÇALO DO PIAUÍ,0.616,-5.993,-42.703
2210052,PI,SÃO JOSÉ DO DIVINO,0.565,-3.811,-41.833
2210102,PI,SÃO JOSÉ DO PEIXE,0.573,-7.494,-42.564
2210201,PI,SÃO JOSÉ DO PIAUÍ,0.552,-6.872,-41.475
2209856,PI,SÃO JOÃO DA CANABRAVA,0.559,-6.817,-41.343
2209872,PI,SÃO JOÃO DA FRONTEIRA,0.515,-3.956,-41.258
2209906,PI,SÃO JOÃO DA SERRA,0.582,-5.514,-41.899
2209955,PI,SÃO JOÃO DA VARJOTA,0.559,-6.942,-41.89
2209971,PI,SÃO JOÃO DO ARRAIAL,0.523,-3.819,-42.446
2210003,PI,SÃO JOÃO DO PIAUÍ,0.645,-8.358,-42.247
2210300,PI,SÃO JULIÃO,0.594,-7.085,-40.826
2210359,PI,SÃO LOURENÇO DO PIAUÍ,0.595,-9.169,-42.545
2210375,PI,SÃO LUIS DO PIAUÍ,0.554,-6.825,-41.324
2210383,PI,SÃO MIGUEL DA BAIXA GRANDE,0.563,-5.864,-42.186
2210391,PI,SÃO MIGUEL DO FIDALGO,0.535,-7.586,-42.37
2210409,PI,SÃO MIGUEL DO TAPUIO,0.556,-5.504,-41.323
2210508,PI,SÃO PEDRO DO PIAUÍ,0.595,-5.929,-42.719
2210607,PI,SÃO RAIMUNDO NONATO,0.661,-9.015,-42.699
2210953,PI,TAMBORIL DO PIAUÍ,0.501,-8.4,-42.914
2210979,PI,TANQUE DO PIAUÍ,0.579,-6.6,-42.282
2211001,PI,TERESINA,0.751,-5.089,-42.802
2211100,PI,UNIÃO,0.577,-4.586,-42.864
2211209,PI,URUÇUÍ,0.631,-7.229,-44.556
2211308,PI,VALENÇA DO PIAUÍ,0.647,-6.408,-41.746
2211506,PI,VERA MENDES,0.503,-7.603,-41.483
2211605,PI,VILA NOVA DO PIAUÍ,0.565,-7.136,-40.94
2211357,PI,VÁRZEA BRANCA,0.553,-9.239,-42.964
2211407,PI,VÁRZEA GRANDE,0.571,-6.545,-42.246
2211704,PI,WALL FERRAZ,0.544,-7.233,-41.91
2200202,PI,ÁGUA BRANCA,0.639,-5.89,-42.638
4100103,PR,ABATIÁ,0.687,-23.304,-50.313
4100202,PR,ADRIANÓPOLIS,0.667,-24.657,-48.991
4100301,PR,AGUDOS DO SUL,0.66,-25.993,-49.335
4100400,PR,ALMIRANTE TAMANDARÉ,0.699,-25.325,-49.31
4100459,PR,ALTAMIRA DO PARANÁ,0.667,-24.798,-52.713
4100608,PR,ALTO PARANÁ,0.696,-23.129,-52.319
4128625,PR,ALTO PARAÍSO,0.678,-23.508,-53.728
4100707,PR,ALTO PIQUIRI,0.676,-24.028,-53.441
4100509,PR,ALTÔNIA,0.721,-23.874,-53.902
4100806,PR,ALVORADA DO SUL,0.708,-22.78,-51.231
4100905,PR,AMAPORÃ,0.669,-23.096,-52.788
4101002,PR,AMPÉRE,0.709,-25.915,-53.473
4101051,PR,ANAHY,0.695,-24.644,-53.135
4101101,PR,ANDIRÁ,0.725,-23.051,-50.229
4101200,PR,ANTONINA,0.687,-25.429,-48.712
4101309,PR,ANTÔNIO OLINTO,0.656,-25.986,-50.197
4101408,PR,APUCARANA,0.748,-23.551,-51.461
4101507,PR,ARAPONGAS,0.748,-23.419,-51.424
4101606,PR,ARAPOTI,0.723,-24.158,-49.827
4101655,PR,ARAPUÃ,0.676,-24.316,-51.787
4101705,PR,ARARUNA,0.704,-23.932,-52.496
4101804,PR,ARAUCÁRIA,0.74,-25.593,-49.41
4101853,PR,ARIRANHA DO IVAÍ,0.67,-24.386,-51.585
4101903,PR,ASSAÍ,0.728,-23.373,-50.841
4102000,PR,ASSIS CHATEAUBRIAND,0.729,-24.42,-53.521
4102109,PR,ASTORGA,0.747,-23.233,-51.666
4102208,PR,ATALAIA,0.736,-23.151,-52.054
4102307,PR,BALSA NOVA,0.696,-25.584,-49.636
4102406,PR,BANDEIRANTES,0.727,-23.11,-50.368
4102505,PR,BARBOSA FERRAZ,0.696,-24.03,-52.012
4102703,PR,BARRA DO JACARÉ,0.744,-23.115,-50.181
4102604,PR,BARRACÃO,0.706,-26.254,-53.633
4102752,PR,BELA VISTA DA CAROBA,0.681,-25.881,-53.665
4102802,PR,BELA VISTA DO PARAÍSO,0.716,-22.997,-51.191
4102901,PR,BITURUNA,0.667,-26.161,-51.553
4103008,PR,BOA ESPERANÇA,0.72,-24.242,-52.789
4103024,PR,BOA ESPERANÇA DO IGUAÇU,0.7,-25.636,-53.212
4103040,PR,BOA VENTURA DE SÃO ROQUE,0.655,-24.869,-51.628
4103057,PR,BOA VISTA DA APARECIDA,0.67,-25.436,-53.408
4103107,PR,BOCAIÚVA DO SUL,0.64,-25.206,-49.115
4103156,PR,BOM JESUS DO SUL,0.697,-26.193,-53.597
4103206,PR,BOM SUCESSO,0.686,-23.71,-51.764
4103222,PR,BOM SUCESSO DO SUL,0.742,-26.076,-52.834
4103305,PR,BORRAZÓPOLIS,0.717,-23.941,-51.588
4103354,PR,BRAGANEY,0.701,-24.816,-53.122
4103370,PR,BRASILÂNDIA DO SUL,0.681,-24.197,-53.525
4103404,PR,CAFEARA,0.693,-22.793,-51.716
4103453,PR,CAFELÂNDIA,0.748,-24.618,-53.32
4103479,PR,CAFEZAL DO SUL,0.692,-23.902,-53.513
4103503,PR,CALIFÓRNIA,0.722,-23.65,-51.355
4103602,PR,CAMBARÁ,0.721,-23.046,-50.074
4103800,PR,CAMBIRA,0.725,-23.583,-51.578
4103701,PR,CAMBÉ,0.734,-23.276,-51.278
4103909,PR,CAMPINA DA LAGOA,0.704,-24.592,-52.799
4103958,PR,CAMPINA DO SIMÃO,0.63,-25.079,-51.827
4104006,PR,CAMPINA GRANDE DO SUL,0.718,-25.306,-49.055
4104055,PR,CAMPO BONITO,0.681,-25.031,-52.993
4104105,PR,CAMPO DO TENENTE,0.686,-25.978,-49.683
4104204,PR,CAMPO LARGO,0.745,-25.459,-49.528
4104253,PR,CAMPO MAGRO,0.701,-25.369,-49.451
4104303,PR,CAMPO MOURÃO,0.757,-24.046,-52.383
4104428,PR,CANDÓI,0.635,-25.663,-52.126
4104451,PR,CANTAGALO,0.635,-25.374,-52.126
4104501,PR,CAPANEMA,0.706,-25.672,-53.809
4104600,PR,CAPITÃO LEÔNIDAS MARQUES,0.716,-25.479,-53.614
4104659,PR,CARAMBEÍ,0.728,-24.918,-50.097
4104709,PR,CARLÓPOLIS,0.713,-23.425,-49.721
4104808,PR,CASCAVEL,0.782,-24.956,-53.455
4104907,PR,CASTRO,0.703,-24.791,-50.012
4105003,PR,CATANDUVAS,0.678,-25.203,-53.157
4105102,PR,CENTENÁRIO DO SUL,0.668,-22.821,-51.595
4105201,PR,CERRO AZUL,0.573,-24.824,-49.261
4105409,PR,CHOPINZINHO,0.74,-25.856,-52.523
4105508,PR,CIANORTE,0.755,-23.663,-52.605
4105607,PR,CIDADE GAÚCHA,0.718,-23.38,-52.945
4105706,PR,CLEVELÂNDIA,0.694,-26.396,-52.471
4105805,PR,COLOMBO,0.733,-25.292,-49.224
4105904,PR,COLORADO,0.73,-22.838,-51.973
4106001,PR,CONGONHINHAS,0.668,-23.551,-50.554
4106100,PR,CONSELHEIRO MAIRINCK,0.707,-23.63,-50.169
4106209,PR,CONTENDA,0.681,-25.676,-49.535
4106308,PR,CORBÉLIA,0.738,-24.799,-53.307
4106407,PR,CORNÉLIO PROCÓPIO,0.759,-23.181,-50.647
4106456,PR,CORONEL DOMINGOS SOARES,0.6,-26.228,-52.032
4106506,PR,CORONEL VIVIDA,0.723,-25.98,-52.568
4106555,PR,CORUMBATAÍ DO SUL,0.638,-24.101,-52.12
4106803,PR,CRUZ MACHADO,0.664,-26.017,-51.347
4106571,PR,CRUZEIRO DO IGUAÇU,0.709,-25.616,-53.128
4106605,PR,CRUZEIRO DO OESTE,0.717,-23.785,-53.073
4106704,PR,CRUZEIRO DO SUL,0.713,-22.962,-52.161
4106852,PR,CRUZMALTINA,0.666,-24.013,-51.459
4106902,PR,CURITIBA,0.823,-25.428,-49.273
4107009,PR,CURIÚVA,0.656,-24.033,-50.458
4104402,PR,CÂNDIDO DE ABREU,0.629,-24.567,-51.333
4105300,PR,CÉU AZUL,0.732,-25.147,-53.849
4107157,PR,DIAMANTE D'OESTE,0.644,-24.943,-54.103
4107108,PR,DIAMANTE DO NORTE,0.723,-22.656,-52.86
4107124,PR,DIAMANTE DO SUL,0.608,-25.043,-52.68
4107207,PR,DOIS VIZINHOS,0.767,-25.734,-53.057
4107256,PR,DOURADINA,0.724,-23.381,-53.292
4107306,PR,DOUTOR CAMARGO,0.746,-23.556,-52.218
4128633,PR,DOUTOR ULYSSES,0.546,-24.568,-49.42
4107504,PR,ENGENHEIRO BELTRÃO,0.73,-23.797,-52.269
4107538,PR,ENTRE RIOS DO OESTE,0.761,-24.704,-54.234
4107405,PR,ENÉAS MARQUES,0.752,-25.942,-53.164
4107520,PR,ESPERANÇA NOVA,0.689,-23.724,-53.811
4107546,PR,ESPIGÃO ALTO DO IGUAÇU,0.636,-25.424,-52.836
4107553,PR,FAROL,0.715,-24.1,-52.623
4107603,PR,FAXINAL,0.687,-24.001,-51.32
4107652,PR,FAZENDA RIO GRANDE,0.72,-25.658,-49.308
4107736,PR,FERNANDES PINHEIRO,0.645,-25.413,-50.548
4107751,PR,FIGUEIRA,0.677,-23.849,-50.403
4107850,PR,FLOR DA SERRA DO SUL,0.682,-26.257,-53.307
4107801,PR,FLORAÍ,0.745,-23.317,-52.304
4107900,PR,FLORESTA,0.736,-23.599,-52.081
4108007,PR,FLORESTÓPOLIS,0.701,-22.863,-51.387
4108106,PR,FLÓRIDA,0.732,-23.087,-51.954
4108205,PR,FORMOSA DO OESTE,0.723,-24.293,-53.313
4108304,PR,FOZ DO IGUAÇU,0.751,-25.548,-54.588
4108452,PR,FOZ DO JORDÃO,0.645,-25.737,-52.119
4108320,PR,FRANCISCO ALVES,0.669,-24.066,-53.848
4108403,PR,FRANCISCO BELTRÃO,0.774,-26.081,-53.055
4107702,PR,FÊNIX,0.716,-23.916,-51.979
4108502,PR,GENERAL CARNEIRO,0.652,-26.428,-51.316
4108551,PR,GODOY MOREIRA,0.675,-24.177,-51.924
4108601,PR,GOIOERÊ,0.731,-24.185,-53.028
4108650,PR,GOIOXIM,0.641,-25.195,-51.993
4108700,PR,GRANDES RIOS,0.658,-24.146,-51.506
4108908,PR,GUAIRAÇÁ,0.693,-22.934,-52.686
4108957,PR,GUAMIRANGA,0.669,-25.191,-50.805
4109005,PR,GUAPIRAMA,0.702,-23.516,-50.04
4109104,PR,GUAPOREMA,0.719,-23.343,-52.779
4109203,PR,GUARACI,0.698,-22.973,-51.65
4109302,PR,GUARANIAÇU,0.677,-25.101,-52.878
4109401,PR,GUARAPUAVA,0.731,-25.395,-51.458
4109500,PR,GUARAQUEÇABA,0.587,-25.307,-48.329
4109609,PR,GUARATUBA,0.717,-25.883,-48.575
4108809,PR,GUAÍRA,0.724,-24.08,-54.256
4109658,PR,HONÓRIO SERPA,0.683,-26.141,-52.387
4109708,PR,IBAITI,0.71,-23.849,-50.188
4109757,PR,IBEMA,0.685,-25.106,-53.012
4109807,PR,IBIPORÃ,0.726,-23.269,-51.048
4109906,PR,ICARAÍMA,0.666,-23.396,-53.614
4110003,PR,IGUARAÇU,0.758,-23.197,-51.828
4110052,PR,IGUATU,0.703,-24.717,-53.084
